Dataset 2. The predicted transcription termination sites of Term-Seq.,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. avermitilis,,,,S. clavuligerus,,,,S. coelicolor,,,,S. griseus,,,,S. lividans,,,,S. tsukubaensis,,,,S. venezuelae,,,
Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score
BA000030,-,4932228,125.107049521905,CP027858,-,2116708,121.355528657056,NC_003888,-,4637122,14.6476803781402,NC_010572,-,3322631,147.103245384057,CP009124,+,6512470,79.4732787296995,CP020700,-,3806829,146.586514196302,CP059991,-,2426103,100.595035582815
BA000030,+,4589835,124.746574045937,CP027858,+,5918811,120.413605760162,NC_003888,-,919438,12.5705670381853,NC_010572,-,4620159,34.1592070995411,CP009124,-,5186304,79.282851374253,CP020700,+,5451066,146.548839447935,CP059991,+,4698339,100.348377446507
BA000030,-,1341360,124.474206785671,CP027858,+,4304296,119.656880291897,NC_003888,-,4048384,99.0727250215933,NC_010572,-,2098335,26.2881479073236,CP009124,-,7548111,79.2772228649942,CP020700,-,2814611,142.043062243223,CP059991,-,1681614,99.7418194556681
BA000030,+,5731758,124.279661382031,CP027858,+,4507950,118.758604568365,NC_003888,-,6744633,13.0895620593701,NC_010572,-,1754302,27.7895347927684,CP009124,-,5979198,79.0752610949163,CP020700,+,1306135,140.251112038462,CP059991,-,2188883,99.1013733987488
BA000030,+,5278491,122.294643679205,CP027858,+,4690163,118.318910667456,NC_003888,-,1577652,26.670743525718,NC_010572,-,3143020,22.8879466671572,CP009124,+,4480463,77.9062500060374,CP020700,+,3550623,137.429359209462,CP059991,-,6140718,97.5688150911497
BA000030,-,7466007,122.230989890215,CP027858,+,3762146,117.577575636472,NC_003888,-,5657230,16.4670524507621,NC_010572,-,6917238,25.2090625423324,CP009124,-,7702492,76.993062128256,CP020700,+,6462983,137.083858153242,CP059991,-,5474167,97.297929330181
BA000030,-,4542467,121.042386977436,CP027858,-,4824819,117.430162331285,NC_003888,-,5467255,333.451007545552,NC_010572,-,3469202,15.9628247285442,CP009124,+,1360429,75.5394458299279,CP020700,-,5156553,135.742173794231,CP059991,-,3974463,96.8270159427605
BA000030,-,5132428,119.420885239828,CP027858,-,1325395,112.066959244452,NC_003888,-,558917,31.5278582711341,NC_010572,-,4433370,14.9855265668854,CP009124,+,4588008,75.4841180269283,CP020700,-,4831639,135.017274713054,CP059991,+,5564208,96.1998829051643
BA000030,-,2730412,117.601932346935,CP027858,-,3881843,111.960173641822,NC_003888,-,4513567,13.5922542930609,NC_010572,-,4322070,13.494079104247,CP009124,+,3012498,75.3590840567114,CP020700,-,1334390,131.801050037212,CP059991,+,6467001,95.2940764245335
BA000030,+,8174669,117.254747862484,CP027858,+,4252287,111.277212196369,NC_003888,-,6442388,12.098891801621,NC_010572,-,6076939,28.8055389367514,CP009124,-,7472951,74.3648649080834,CP020700,-,7793835,130.575888995778,CP059991,-,2722063,95.1269753084104
BA000030,+,6580382,117.153030224737,CP027859,-,238194,105.640871716294,NC_003888,-,1783048,60.3990028295727,NC_010572,-,2043010,19.1995065001225,CP009124,-,3557234,73.2898869923139,CP020700,-,3715250,129.653535340379,CP059991,+,3948936,94.7426550179386
BA000030,+,4010431,117.006035275099,CP027858,+,5811273,104.217011593009,NC_003888,-,4272600,17.990506363252,NC_010572,-,3282673,64.360067096838,CP009124,-,5244891,72.3282433883459,CP020700,+,6533446,129.389120796417,CP059991,+,6322634,94.5551902833601
BA000030,-,6601914,116.978826103083,CP027859,+,809947,103.885371982525,NC_003888,-,8061391,15.893423303518,NC_010572,-,7466273,17.2463413339535,CP009124,-,2422805,72.2033117525874,CP020700,+,5011838,127.630205350266,CP059991,-,6051564,93.5604317006939
BA000030,+,8657758,116.083329821424,CP027858,-,1830312,101.648501793332,NC_003888,-,4893568,12.1203467741849,NC_010572,-,4556715,318.625130738286,CP009124,+,6108020,71.4288711563813,CP020700,-,5693227,127.23233280897,CP059991,+,5808330,92.7822613038139
BA000030,-,4350245,115.909982531758,CP027858,-,1940005,98.9352504098027,NC_003888,-,5683418,15.602156200471,NC_010572,-,8075207,20.9680661913241,CP009124,-,3111974,71.0075822189067,CP020700,-,1983139,124.690035035997,CP059991,-,2327078,92.5563864578589
BA000030,+,5977175,115.554637698399,CP027858,-,4502625,97.972499435495,NC_003888,-,7056851,12.5495470915479,NC_010572,-,4356745,24.5972914667088,CP009124,-,3434664,70.9737868575172,CP020700,-,2797445,124.627449151069,CP059991,-,5940306,88.8582793210299
BA000030,+,5154972,114.739842276142,CP027859,-,881624,97.2862168863823,NC_003888,-,3768005,105.731418736551,NC_010572,-,5705057,123.59181885357,CP009124,+,5256675,70.4604239488252,CP020700,+,4353496,124.062798659871,CP059991,+,7725574,88.6582697220237
BA000030,-,6501511,114.222782714145,CP027859,+,236259,96.7685377651823,NC_003888,-,2104461,16.3982576511465,NC_010572,-,4627033,14.2239700060686,CP009124,+,6756129,70.4421701322555,CP020700,-,5158535,123.199001916981,CP059991,+,5354558,87.782154517921
BA000030,+,4555695,113.755277083597,CP027858,-,1785341,96.051567360743,NC_003888,-,2242979,23.1137359094534,NC_010572,-,4982517,22.3059420875472,CP009124,+,5497628,70.2273309520267,CP020700,-,858677,122.922496538587,CP059991,-,5256342,87.5797673048407
BA000030,-,1075000,112.440912556092,CP027859,+,422260,95.8059392474906,NC_003888,-,4482026,13.5922946189909,NC_010572,-,3370842,20.0702964251502,CP009124,+,6056451,70.1337642327987,CP020700,-,1259871,122.283115471751,CP059991,+,4596552,87.0525281164729
BA000030,-,3237954,112.418655608001,CP027858,+,2431183,95.4974203527978,NC_003888,-,3260255,18.6722042453712,NC_010572,-,4234052,17.4154367505773,CP009124,+,4286690,70.1060960701696,CP020700,+,6574852,121.838813141575,CP059991,-,3080484,86.5901360867302
BA000030,+,6472164,111.970824360557,CP027858,+,6338641,95.1984121972128,NC_003888,-,2463170,45.852370081654,NC_010572,-,1492935,17.572335390773,CP009124,-,3417638,69.8598032857015,CP020700,-,2637741,121.779087641349,CP059991,+,1696685,83.7515854397367
BA000030,+,3512974,110.628909782618,CP027858,+,1738221,95.0266448844557,NC_003888,-,2812174,53.377486198879,NC_010572,-,3922399,12.4812247389546,CP009124,-,2861990,69.6334068050312,CP020700,+,4824818,121.310145344769,CP059991,+,593882,82.0741286503165
BA000030,+,5554720,109.24296546104,CP027858,-,5637983,94.5878783462933,NC_003888,-,6807613,71.540526526287,NC_010572,-,4213355,12.9719320921744,CP009124,-,7045525,69.2620631436994,CP020700,-,2692564,119.766064858751,CP059991,-,2536753,81.311526195631
BA000030,+,5999188,107.514136652983,CP027859,-,1406905,93.011021659483,NC_003888,-,4955985,12.1136137806841,NC_010572,-,2007180,15.2485670454078,CP009124,-,3179042,69.1470837946562,CP020700,-,1566805,119.518499050591,CP059991,-,2995469,79.8603691252194
BA000030,-,2027157,107.148733231298,CP027859,-,408045,92.7918266397039,NC_003888,-,2886499,13.5834710856161,NC_010572,-,1476424,12.5941807905178,CP009124,+,4190288,69.028012891541,CP020700,-,5134412,119.406915969059,CP059991,-,3448883,79.5007368924069
BA000030,+,7494474,106.937175884239,CP027859,-,978616,92.506744062774,NC_003888,-,4886392,49.4865913669633,NC_010572,-,5743137,47.6679333276756,CP009124,-,6125444,68.8170143283322,CP020700,+,2012851,119.089629344258,CP059991,-,3216668,79.4881180969246
BA000030,-,4367987,105.894717083599,CP027858,-,3849824,92.4031600844329,NC_003888,-,6061981,139.244929836268,NC_010572,-,4031040,26.3074212841947,CP009124,+,6070345,68.6965827832468,CP020700,-,2829045,118.408660237553,CP059991,+,6278247,79.484753137622
BA000030,-,1824727,104.941518455524,CP027858,+,4428927,92.2897022749655,NC_003888,-,1674784,73.7476961499099,NC_010572,-,6213066,15.6166387923453,CP009124,-,1518131,68.2602164384113,CP020700,+,4720955,118.338857609681,CP059991,-,7941814,79.38043856852
BA000030,-,2500103,103.818911779207,CP027858,+,3037132,91.196682617116,NC_003888,-,3992844,32.4925881606533,NC_010572,-,7526300,13.607058482712,CP009124,-,4184620,67.5518250815615,CP020700,-,2779486,117.705792949888,CP059991,-,3997810,78.3276268750551
BA000030,+,7169743,103.317581282996,CP027858,-,2832201,90.777431203189,NC_003888,-,2316289,18.4769381615072,NC_010572,-,3937607,45.0254332315723,CP009124,-,2324662,66.0224253165491,CP020700,+,4901460,117.186523789745,CP059991,+,5403655,77.5934984466185
BA000030,-,3408786,102.113464969307,CP027858,-,5446421,90.6226062136788,NC_003888,-,1761440,15.2771372284376,NC_010572,-,1866765,14.1070777335542,CP009124,-,3172995,65.9518032698173,CP020700,+,93724,117.175594198593,CP059991,+,4162553,77.1775087272378
BA000030,+,6658379,101.316988471276,CP027858,-,3403710,86.5227022298475,NC_003888,-,3157259,95.1395632346996,NC_010572,-,3334531,18.9648110609713,CP009124,+,4049125,65.9433956778934,CP020700,+,4944618,116.284803440553,CP059991,+,4596639,76.8366024470476
BA000030,+,3509959,101.027623517821,CP027858,+,4662863,86.4224789042782,NC_003888,-,4474151,27.7265238568502,NC_010572,-,2153730,43.5436110903113,CP009124,-,3412828,65.7228091249936,CP020700,+,2271905,116.063147339459,CP059991,+,1738364,75.5759461205958
BA000030,+,8204302,100.54764808719,CP027858,+,3130503,85.449973810073,NC_003888,-,1940263,54.1603181441085,NC_010572,-,7242425,14.221666555019,CP009124,+,4961083,65.5335494202177,CP020700,-,2702940,115.967875596781,CP059991,-,1698611,75.2656043914578
BA000030,+,5085855,99.8669359501385,CP027859,-,881488,85.4393463184877,NC_003888,-,3421170,17.74610348539,NC_010572,-,2213513,28.0353278221319,CP009124,-,5867312,65.4146420370331,CP020700,+,4733825,115.845108564256,CP059991,+,6308054,75.0779760095865
BA000030,-,5095061,99.6300882431287,CP027858,+,4670621,85.1908465846951,NC_003888,-,3679111,18.5539435711351,NC_010572,-,4623019,12.7328444057952,CP009124,-,3346551,65.3023967819999,CP020700,+,6157284,115.366928588156,CP059991,+,4925210,74.8172023816336
BA000030,+,6606382,99.1654181944478,CP027858,-,2397259,83.9835600479283,NC_003888,-,1626315,12.8602575677393,NC_010572,-,2214509,17.2413203196289,CP009124,-,5720220,65.2103691737937,CP020700,-,716783,114.946590397997,CP059991,-,6517245,74.5558113929275
BA000030,+,5770170,98.8039319233148,CP027858,-,4488853,83.7161141236918,NC_003888,-,2725135,13.1777397415692,NC_010572,-,3881837,16.7138608177703,CP009124,-,6418838,65.1849292818245,CP020700,+,3968108,112.916034533967,CP059991,-,3669052,74.3077081988717
BA000030,-,8941015,98.5002004797626,CP027858,-,2469856,83.2645833625713,NC_003888,-,6093887,12.379515232526,NC_010572,-,3378046,13.8872938967068,CP009124,+,5113307,64.514447260879,CP020700,+,2765043,112.496843695155,CP059991,-,4776059,73.6714409411182
BA000030,+,6638397,97.0138507040465,CP027858,+,3403758,82.6818693895871,NC_003888,-,3993328,16.2314604551581,NC_010572,-,7824678,12.8978618493532,CP009124,-,5473792,64.5039377081491,CP020700,-,5078376,110.755640690901,CP059991,+,2472528,73.3610908106208
BA000030,-,3644360,96.8028036113011,CP027858,-,2199223,82.4077263629659,NC_003888,-,3302018,25.4605916446727,NC_010572,-,2857869,15.7932475365768,CP009124,+,7812619,64.1050856569098,CP020700,-,6940266,110.16363357799,CP059991,-,3983855,72.8194928457493
BA000030,-,2949858,96.6784876614506,CP027858,-,3649688,82.3745879000736,NC_003888,-,5749777,18.6601824112524,NC_010572,-,1144773,18.9650628326965,CP009124,+,4000644,63.9038680663076,CP020700,+,5846532,109.620951972546,CP059991,-,8967519,72.3667374007807
BA000030,-,6417298,96.404261052772,CP027858,+,4690914,82.1335174375231,NC_003888,-,2714726,77.5428855369419,NC_010572,-,2148521,14.0081993921375,CP009124,-,4664911,63.8473325301695,CP020700,-,1390973,109.571603897623,CP059991,-,5583938,72.234028536165
BA000030,+,6198622,95.7919794973582,CP027858,+,2349696,81.7977999084668,NC_003888,-,2847888,13.9681679329368,NC_010572,-,146466,26.1847543581151,CP009124,-,1122750,63.6550395562877,CP020700,-,3629853,109.474009419401,CP059991,+,4493399,70.4245244251645
BA000030,+,5520279,95.7855180473902,CP027858,+,5566484,81.5084597306441,NC_003888,-,1509153,23.6320958325183,NC_010572,-,5572508,18.8780717075259,CP009124,-,4012951,63.5044357175829,CP020700,+,2637174,108.643490576901,CP059991,+,3628530,69.6788008606083
BA000030,-,6279028,95.0979968105861,CP027859,+,419857,80.3428846664301,NC_003888,-,3933527,341.119882012632,NC_010572,-,3922473,15.2461114715774,CP009124,-,5961705,63.4431610450441,CP020700,-,2696426,108.468191692414,CP059991,-,2404656,69.4665821163795
BA000030,-,3079276,93.8558741205743,CP027858,-,1212086,79.6783801773665,NC_003888,-,4978565,37.400598356432,NC_010572,-,5971443,12.5748211199038,CP009124,-,2570207,63.3814584201686,CP020700,+,7297152,108.321544775702,CP059991,-,7114045,69.3063012431626
BA000030,-,1219274,93.6986959950861,CP027858,-,2403978,76.8336849234085,NC_003888,-,8453651,13.3761438447216,NC_010572,-,2389813,42.0218080600722,CP009124,+,6187300,62.1870891219296,CP020700,+,3272070,107.606511382478,CP059991,+,6522184,68.41199304678
BA000030,+,7881598,93.4915386542703,CP027858,+,897615,76.7443431707159,NC_003888,-,7140381,13.9950386448499,NC_010572,-,4004601,60.5529665636419,CP009124,+,3287658,62.1762008801817,CP020700,+,5749350,107.137087712031,CP059991,+,6424817,67.6259044618278
BA000030,-,5434771,93.3558592420206,CP027858,-,6014876,74.0505564844868,NC_003888,-,5869608,63.3164752325306,NC_010572,-,1249897,16.3781565108315,CP009124,+,6588835,61.5630931767759,CP020700,-,1229655,106.002795696328,CP059991,+,749752,67.5911282775411
BA000030,-,7235331,91.7487982278952,CP027858,+,170101,73.9902439545557,NC_003888,-,3954170,16.3893868201706,NC_010572,-,2978722,12.4993027654074,CP009124,+,4541546,61.4342096274225,CP020700,-,1086540,104.176597339708,CP059991,+,5670727,67.0046441099464
BA000030,+,6003668,91.6187935071552,CP027858,+,6475847,73.8683245040133,NC_003888,-,5283519,28.7371028322092,NC_010572,-,559851,40.588405269325,CP009124,-,3317602,61.2854476425853,CP020700,+,1193731,103.512953313922,CP059991,+,2980228,65.4907911759807
BA000030,+,4350284,91.1784652426428,CP027858,-,2402785,73.6966548026681,NC_003888,-,3226613,30.3586185474698,NC_010572,-,3974864,201.832447000458,CP009124,-,3348450,60.8983138144265,CP020700,+,4283998,102.928311638217,CP059991,-,4534164,65.3914519798894
BA000030,+,6230600,90.8992169657198,CP027858,-,2400211,73.0174473864953,NC_003888,-,4660233,25.3459991717253,NC_010572,-,6213146,404.552741000366,CP009124,+,5626508,60.5619148445128,CP020700,-,4284921,102.814549960937,CP059991,+,4879494,65.3167369175713
BA000030,+,57861,90.6942621330249,CP027859,+,609942,71.6546540852029,NC_003888,-,3445454,39.1953566777677,NC_010572,-,3871972,20.579038982327,CP009124,-,4089902,60.5382628014537,CP020700,+,4228566,101.964591299584,CP059991,-,4300420,63.9817173823072
BA000030,-,4036141,90.0782219379657,CP027858,+,1511701,71.2951409286717,NC_003888,-,3904830,44.9463685653806,NC_010572,-,5209698,18.091363779621,CP009124,+,6264647,60.2086023906462,CP020700,+,4780118,101.383488882585,CP059991,-,4161175,63.8798379522163
BA000030,-,5621923,90.0041421258346,CP027858,+,4105698,71.2600059412703,NC_003888,-,3270334,12.6626612576203,NC_010572,-,5137675,13.0091178374377,CP009124,+,4438223,60.1037569570019,CP020700,-,1122156,100.303615044132,CP059991,+,4294417,63.6381833331844
BA000030,+,8000129,89.7381864064997,CP027858,-,2706306,69.7641447806139,NC_003888,-,4315198,13.1785745871441,NC_010572,-,6640852,29.0424768603076,CP009124,-,2434904,60.0782643570127,CP020700,+,2707418,100.204287111554,CP059991,-,5002483,63.4685981851662
BA000030,-,7154304,89.3477343738425,CP027858,+,3088733,69.1403228052807,NC_003888,-,3045562,15.3532307017293,NC_010572,-,7512765,12.1152186464197,CP009124,-,2572034,59.7878646163274,CP020700,-,716704,100.02688469526,CP059991,-,2938305,63.0226200175864
BA000030,+,7652714,89.1131120283979,CP027859,+,537971,68.7974204738037,NC_003888,-,8064820,14.3978230653111,NC_010572,-,4609096,17.4593800159625,CP009124,+,2151977,59.6345362788351,CP020700,-,3135135,99.6070858584504,CP059991,-,3108492,62.9050809361456
BA000030,-,2063355,88.9316616643194,CP027858,-,3070351,68.6496397999543,NC_003888,-,3153813,68.7667363594902,NC_010572,-,3217860,14.7600008916443,CP009124,-,2446099,59.517148443098,CP020700,-,4100874,99.1790934088883,CP059991,-,2215565,62.7893083768819
BA000030,+,5528950,88.910151154419,CP027858,+,3496661,68.4814143066238,NC_003888,-,2455797,17.1115445749115,NC_010572,-,1757357,14.1594431117134,CP009124,-,2123922,59.1000223174567,CP020700,+,4722396,99.1188785739353,CP059991,+,1696391,62.4463862144179
BA000030,-,3655908,88.1763000069705,CP027859,+,1268870,68.2587949450385,NC_003888,-,3960527,15.1901112738613,NC_010572,-,7809861,23.5577213154525,CP009124,+,6673347,59.0891795876498,CP020700,-,4148426,99.0015608665648,CP059991,-,3263404,62.4222792176694
BA000030,-,6067318,88.1033876186943,CP027858,+,6670923,68.2454030103704,NC_003888,-,4596786,47.7383848504967,NC_010572,-,1194260,15.4596469396178,CP009124,+,2564934,57.9368175420545,CP020700,+,5429821,98.5417898546327,CP059991,+,3168514,59.6836517773673
BA000030,+,44108,88.0863430682788,CP027858,+,4135557,67.6193498905561,NC_003888,-,2983315,25.2210800223554,NC_010572,-,7636753,12.2766964952226,CP009124,+,4972006,57.861174858037,CP020700,+,7253356,97.6635160132843,CP059991,+,2401716,59.4488333505695
BA000030,-,3140389,87.6728438961283,CP027858,-,1866273,67.5736558305625,NC_003888,-,2860789,41.4660264275971,NC_010572,-,5784433,16.0199805936022,CP009124,-,1881912,57.4920321413918,CP020700,-,1410819,97.589144076078,CP059991,-,4501472,59.3343043674496
BA000030,+,3211754,87.1487941720592,CP027859,+,202971,67.5385000930658,NC_003888,-,533516,14.9435638191876,NC_010572,-,6656122,42.0903911201184,CP009124,-,1291934,56.9673012818463,CP020700,+,5862172,97.2708613572895,CP059991,+,482660,59.2921268200485
BA000030,+,7752876,86.9793507740622,CP027858,+,2411424,67.5102587695796,NC_003888,-,8005983,20.9851357834695,NC_010572,-,4400173,12.0520071978708,CP009124,-,3879683,56.7265454462492,CP020700,+,7271559,97.0527558490949,CP059991,-,1572412,59.1350141832791
BA000030,+,5623293,86.433321668045,CP027858,-,4502507,66.942586045644,NC_003888,-,3019505,21.6228461896762,NC_010572,-,6258960,15.1785599399992,CP009124,-,5302512,56.3247729491239,CP020700,+,5720434,96.2525754861046,CP059991,+,5872950,58.7910398526941
BA000030,+,5792282,86.1463704074346,CP027858,-,1687604,66.8371354230069,NC_003888,-,1539100,13.5198422927663,NC_010572,-,4356316,13.1769313557645,CP009124,+,5073489,56.2298464383069,CP020700,+,5364188,95.4480338213941,CP059991,-,5626479,58.7158756021818
BA000030,-,2925966,85.6393342468669,CP027858,-,4000800,66.5824824147997,NC_003888,-,121552,24.333526556112,NC_010572,-,2241448,24.1611141039424,CP009124,-,5770552,55.3654553118476,CP020700,+,3731981,94.0361215931955,CP059991,-,4612515,57.6040911100302
BA000030,+,7998465,85.6234440597866,CP027858,-,4125225,66.5570452216481,NC_003888,-,3770071,13.0696058558109,NC_010572,-,2697502,12.0763458175678,CP009124,+,4831787,55.3405808330324,CP020700,+,4100827,93.05355384136,CP059991,+,3143525,57.2221803855415
BA000030,-,3492551,85.1222124122215,CP027858,+,1270316,66.5303008289582,NC_003888,-,2120210,16.840507447177,NC_010572,-,4001124,65.3816321684388,CP009124,-,5346049,55.1045657460048,CP020700,-,2414423,93.0291402454496,CP059991,+,6089596,57.0977065218471
